feature_55,feature_51,feature_47,feature_59,feature_30,feature_31,feature_29,feature_5,feature_6,feature_56,Label
24.0167346657765,23.76571237544812,73.65747025456135,75.60073857805419,0.031228356,0.024831984,0.014885795,0.6825008409053533,1.765008582727552,-211.00000000000003,Benign
21.694165578079257,20.148723454732405,67.89633301343531,66.21360069915853,0.023502676,0.018569408,0.008555368,0.7512857050970857,1.4291347722861698,-219.50000000000003,Benign
31.38351959031873,30.351725444577244,97.9892926129527,110.18418753974798,0.029045336,0.03418497,0.008303893,0.4564352102547322,3.157185772000395,-229.50000000000003,Benign
19.80152557072432,20.48449564990268,73.73325542956327,76.15353060957095,0.03215397,0.032488037,0.007432996,0.6884871325406697,1.6901435961820876,-205.00000000000003,Benign
17.96618299267991,18.549042928929477,59.42615065409368,55.80692651091538,0.009179411,0.0070684664,0.0038860573,0.8319767509557247,1.039220712601757,-230.50000000000003,Benign
16.671617739424505,15.52368340584854,39.521043505788846,37.18911318654681,0.010591674,0.0038017381,0.007806862,0.9066150362278032,0.5539180206173457,-210.50000000000003,Benign
19.804543599521992,18.0314324614972,59.81537979139964,57.27049968103753,0.013031022,0.010540506,0.005896899,0.8145309264033815,1.1115426014104846,-220.00000000000003,Benign
34.01274824669541,33.467995267224,107.6771042563083,132.69878594784967,0.024258044,0.02942971,0.008860138,0.3233746439967875,3.9157116166950594,-231.00000000000003,Benign
17.32914985632274,17.83481754664028,49.47695117646545,47.90579131676314,0.015841512,0.008705696,0.0071199588,0.8581979494487172,0.82347922113001,-210.50000000000003,Benign
21.510355039933835,21.339069037796243,71.642254229154,70.79904517950392,0.014296697,0.012277761,0.005827012,0.7463134864182347,1.5133648168441909,-226.00000000000003,Benign
11.696873176419402,10.849968580828666,28.1970089670655,26.49206382121592,0.0052074743,0.002812345,0.0040485407,0.95198817715467,0.2970284099813323,-199.50000000000003,Benign
19.36940340956005,17.888386126501867,51.47294461852632,49.595783005074615,0.016085532,0.008257559,0.010055446,0.847249193143863,0.8859149411307593,-198.0,Benign
21.86404068113321,22.723332695124867,78.66017486729564,80.75655970522435,0.019904446,0.023757461,0.0062422226,0.6696399117029433,1.8933226067151463,-217.00000000000003,Benign
23.326722854687464,21.23542204683123,71.66796004025574,72.83732739414575,0.040017612,0.029434027,0.013650322,0.6963960927268809,1.625144473388348,-214.00000000000009,Benign
20.766194549216216,18.835762108325795,57.33954330937578,56.07070698053032,0.022617744,0.013924803,0.011397411,0.8075739850048285,1.0740681084212684,-204.50000000000003,Benign
20.333855398704507,20.175369867795784,55.58788567865826,53.69097975085011,0.024430877,0.013579844,0.010546049,0.8174872753080246,1.0086682445066577,-203.00000000000009,Benign
13.499291897531188,13.107373271447594,44.48522324500964,43.23661984529723,0.00678047,0.006262517,0.00368845,0.8944697539708282,0.644594941880769,-204.0,Benign
36.38377382447987,34.21392044773968,99.8365006553299,126.55373755921816,0.05864416,0.07896229,0.01907416,0.2995437795718969,3.9499532697331055,-221.50000000000003,Benign
30.569680687389504,29.209024990449564,80.89969665430075,81.76716999300972,0.038592912,0.03656893,0.016088957,0.6183949705107035,2.128593133990739,-220.00000000000003,Benign
21.6562080548033,22.43579599523297,77.24474891504688,78.34729185189377,0.018296173,0.022748856,0.006109884,0.685128845308708,1.811881405194541,-224.00000000000003,Benign
9.466677097263664,10.2393265706411,34.581033984848645,32.49517960813964,0.003799573,0.0048541487,0.0017524562,0.939470222939532,0.3923582517767733,-208.0,Malignant
22.91054170173292,21.692286233945016,69.93098655583788,71.79637360988602,0.03039959,0.020917302,0.012030758,0.7171093448461455,1.586152531680696,-213.00000000000009,Malignant
