feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,Label
6321.368305759804,32.585952818627455,0.8278953750510971,0.8261360910318307,-0.025572879300899336,0.6825008409053533,1.7650085827275521,0.9988888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014885795,0.031228356,0.024831984,0.018787246,0.007267081,0.0013897874,8.372213e-05,0.0,0.0,0.0,0.20918352003171914,0.012297675094936712,0.0005305585157823441,0.0002539025703154379,8.679892651269547e-08,2.7564064060979983e-05,-3.391521244661749e-08,34.763092041015625,73.65747025456135,0.0,328.00000000000006,0.434539794921875,23.76571237544812,-206.50000000000006,223.00000000000006,0.22500610351562506,24.0167346657765,-211.00000000000003,216.00000000000003,-2.584991455078126,75.60073857805419,-224.50000000000003,223.50000000000003,Benign
4858.487162990196,24.86899509803922,0.868769227107291,0.8667673881134925,0.016323100539963713,0.7512857050970857,1.4291347722861698,0.9993718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008555368,0.023502676,0.018569408,0.015438996,0.0065394477,0.0021142575,1.6389593e-05,0.0,0.0,0.0,0.28848133555140365,0.04525288421959371,0.004582840759984789,0.0018809202148231338,5.234346476320589e-06,0.00030941940327634414,-1.7600648649594617e-06,27.135528564453125,67.89633301343531,0.0,331.00000000000006,0.262847900390625,20.148723454732405,-221.00000000000003,211.00000000000003,-0.2254943847656251,21.694165578079257,-219.50000000000003,209.0,-1.282501220703125,66.21360069915853,-223.00000000000003,222.50000000000006,Benign
13175.489705882354,64.03734681372548,0.6792510335729767,0.6755998891760805,-0.1113862036556319,0.4564352102547322,3.157185772000395,0.9965952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008303893,0.029045336,0.03418497,0.041062202,0.04417159,0.027874742,0.017394278,5.487154e-05,0.0,0.0,0.17398174296492136,0.001357935451785431,0.00032747152176220774,2.8990640959698222e-05,-2.4470241983573374e-11,2.775736222115914e-07,2.8246015839352286e-09,69.091064453125,97.9892926129527,0.0,342.5,0.1997070312499999,30.351725444577244,-230.00000000000003,225.50000000000003,-0.13983154296875014,31.38351959031873,-229.50000000000003,231.00000000000003,0.5120239257812509,110.18418753974798,-231.50000000000003,231.50000000000003,Benign
6231.217631740197,32.08524816176471,0.8322534595194224,0.8297512473872334,-0.03246221267871561,0.6884871325406697,1.6901435961820876,0.998694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007432996,0.03215397,0.032488037,0.021447117,0.0024219875,0.0,3.3406723e-05,0.0,0.0,0.0,0.16935134776816752,0.002145648168168917,8.981515413148703e-05,3.88841282952606e-06,-4.00791452066609e-11,-8.851784800301712e-08,-6.061403216225109e-11,34.00054931640625,73.73325542956327,0.0,309.50000000000006,-0.00787353515625,20.48449564990268,-208.00000000000006,204.50000000000006,0.21148681640625006,19.801525570724316,-205.00000000000003,208.00000000000006,-0.03753662109374978,76.15353060957095,-211.50000000000003,222.00000000000003,Benign
3473.3116115196076,17.00772058823529,0.9136501399766764,0.9121275957648276,0.053224982938817056,0.8319767509557247,1.039220712601757,0.9998202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038860573,0.009179411,0.0070684664,0.0074362825,0.0079800105,0.008683659,0.0039980016,0.0,0.0,0.0,0.1804358513728213,0.003635877082495639,0.00022567388607716045,9.785677803915418e-06,-4.5301630848496345e-10,-5.376941364771591e-07,-7.904931961932016e-11,18.744934082031254,59.42615065409368,0.0,434.00000000000006,0.0933837890625,18.549042928929474,-228.50000000000006,226.50000000000003,0.17932128906250003,17.96618299267991,-230.50000000000003,226.00000000000003,-2.79107666015625,55.80692651091538,-229.50000000000006,231.00000000000003,Benign
1653.2520067401963,8.725873161764707,0.9526132001912929,0.9521633453498424,0.04778194022315329,0.9066150362278032,0.5539180206173457,0.9999041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007806862,0.010591674,0.0038017381,0.0015175663,0.0013611162,0.00032854528,0.0,0.0,0.0,0.0,0.4341732823578833,0.07653404940739009,0.045500872459410174,0.03357371553437699,0.001301424167061096,0.009287244996139851,0.00016803230216354303,9.374603271484375,39.521043505788846,0.0,320.50000000000006,-0.02780151367187505,15.523683405848539,-203.50000000000003,210.00000000000003,-0.15414428710937503,16.671617739424505,-210.50000000000003,209.0,-1.4855041503906252,37.18911318654681,-216.00000000000006,219.00000000000006,Benign
3688.471354166667,18.54730392156863,0.9038481682193725,0.9025136710340633,0.030297589596909102,0.8145309264033815,1.1115426014104846,0.9997413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005896899,0.013031022,0.010540506,0.010508371,0.008258872,0.0048042857,0.00024101767,0.0,0.0,0.0,0.22033586331231447,0.01470805283514213,0.0017778785995556244,0.00030982670263247783,1.702765211738184e-07,1.7688960018439318e-05,-1.5453773528844645e-07,20.06109619140625,59.81537979139964,0.0,332.50000000000006,0.09429931640625006,18.031432461497197,-221.00000000000003,213.00000000000003,0.31170654296875006,19.804543599521992,-220.00000000000003,224.00000000000006,2.01068115234375,57.27049968103753,-223.00000000000006,225.00000000000003,Benign
18879.396476715687,88.56740196078432,0.5739136355532899,0.5686603942572294,-0.19645034316049945,0.32337464399678756,3.9157116166950594,0.9921989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008860138,0.024258044,0.02942971,0.032864477,0.04000723,0.08095122,0.06908566,0.0013270691,0.0,0.0,0.18496741236620748,0.0034303301673297647,0.0009958109750014493,0.00016665260175838793,4.8566097577065006e-08,6.522713303074887e-06,-4.7438413697870035e-08,95.13699340820312,107.6771042563083,0.0,348.00000000000006,0.201080322265625,33.467995267224,-228.50000000000006,229.00000000000003,0.06948852539062518,34.01274824669541,-231.00000000000003,230.00000000000003,1.4453430175781252,132.69878594784967,-233.50000000000006,233.00000000000003,Benign
2611.577236519608,13.625214460784314,0.9270949624690219,0.9263897394988339,0.02964432624758549,0.8581979494487172,0.82347922113001,0.99979126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071199588,0.015841512,0.008705696,0.006105087,0.0016650237,0.0,0.0,0.0,0.0,0.0,0.3013552175062579,0.0518363045594481,0.008389842019368226,0.004015615642035678,2.3290256348620847e-05,0.0009140898962038953,-9.094193370466512e-07,14.530364990234375,49.47695117646545,0.0,309.50000000000006,0.111114501953125,17.83481754664028,-209.5,211.00000000000003,-0.04336547851562503,17.32914985632274,-210.50000000000003,209.0,-1.093353271484375,47.90579131676314,-211.00000000000003,214.00000000000003,Benign
5493.546338848039,26.713924632352946,0.8659264339349396,0.8638943722575316,0.009550116651051595,0.7463134864182347,1.5133648168441907,0.99955416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005827012,0.014296697,0.012277761,0.008010089,0.0128850825,0.013755031,0.009109836,0.0,0.0,0.0,0.19896214625337663,0.010967479760453999,0.000407139204192977,1.3909223945591292e-05,1.7707332713667407e-10,7.287243781541293e-08,1.0316220353690415e-09,28.954742431640625,71.642254229154,0.0,341.00000000000006,0.0066223144531249445,21.339069037796243,-227.00000000000003,227.00000000000003,-0.03427124023437496,21.510355039933835,-226.00000000000003,228.00000000000006,-1.1512145996093752,70.79904517950392,-230.00000000000003,230.00000000000003,Benign
